CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,CONFIG,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,CASEWGT,PSUSTRAT,VERSION
6101,2017,32,2,1-32-2017-002-02,2,1,4,14:12,2,2,2,1,1,3,0,5,2,2,4,"V1 was traveling east, approaching an intersection. V2 was traveling west, approaching the same intersection. At the intersection, V1 attempted to turn left. The front of V2 impacted the right side of V1. V1 rotated clockwise and departed the road to the northwest corner. The left side of V1 impacted a fire hydrant.",82.3625753483227,7,2
6104,2017,16,3,1-16-2017-003-05,5,1,7,11:11,2,2,2,1,2,1,0,4,2,2,5,Vehicle # 1 and Vehicle #2 were traveling westbound on the roadway.  Vehicle #1 was in the left lane and Vehicle #2 was in the right lane. Vehicle #1 changed lanes to the right and its right side plane impacted the left side plane of Vehicle #2. Vehicle #2 was deflected to the right and its frontal plane impacted a utility pole.,51.0113857468289,5,2
6110,2017,12,1,1-12-2017-001-06,6,1,4,21:41,3,1,1,0,0,0,0,0,2,2,1,Vehicle one was southbound on a highway exit ramp.  V2 was parked on the right shoulder of the ramp.  V1 departed the roadway on the right side and the front of V1 contacted the back of V2.,831.843534377453,9,2
6113,2017,29,1,1-29-2017-001-03,3,1,5,17:47,3,1,2,1,1,1,0,4,2,2,1,"V1 and V2 were traveling north on a two lane, two way undivided roadway. V1 was behind V2. The front of V1 contacted the rear of V2.",264.060880443883,2,2
6105,2017,19,2,1-19-2017-002-05,5,1,5,19:07,2,1,2,3,14,1,1,3,2,2,4,V1 was going east and V2 was going south on an intersecting roadway. Both vehicles entered the intersection. The front end of V2 impacted the left side of V1.,84.4524216922148,9,2
6106,2017,19,3,1-19-2017-003-02,2,1,6,03:00,6,1,1,2,4,1,0,4,2,2,0,V1 was traveling northeast when a deer entered the roadway. The front plane of V1 contacted the deer.,102.089013427492,9,2
6111,2017,19,4,1-19-2017-004-05,5,1,3,07:00,5,1,1,2,5,1,0,3,9,2,0,V1 was traveling east on a two lane roadway. V1 traveled northeast across the westbound travel lane and departed the north road edge. The left side of V1 contacted a tree.,84.4524216922148,9,2
6118,2017,17,3,1-17-2017-003-08,8,1,2,00:35,5,1,1,9,97,1,0,9,2,2,0,"V1 was traveling northbound on an exit ramp.  V1 departed the roadway to the right, traveling through a field, and struck an embankment with the undercarriage of V1.",186.330803198876,4,2
6085,2017,30,1,1-30-2017-001-03,3,1,1,16:17,4,3,2,9,0,1,0,4,2,2,5,"Vehicles 1 and 2 were northbound on a three-lane highway.  V1 was traveling in lane 3 and V2 was traveling in lane 1.  V1 lost control due to the wet roadway and traveled into lane 1.  The front of V1 impacted the left side of V2.  V2 departed the roadway to the right and entered a clockwise yaw.  V2 rolled over one quarter turn to the left.  The top plane of V2 impacted a tree, where it came to rest.",73.2399735499352,10,2
6114,2017,27,1,1-27-2017-001-07,7,1,1,19:13,6,1,1,0,0,0,0,0,9,9,0,V1 was approaching sign controlled 3-legged intersection. V1 departed the roadway straight and contacted a guardrail with its frontal plane.,2072.96617929403,3,2
6130,2017,23,3,1-23-2017-003-06,6,1,5,15:26,2,1,2,9,97,3,0,8,2,2,6,"V1 was traveling northbound on roadway, V2 was traveling southbound on same roadway.  V1 departed the lane left and rotated counterclockwise.  The front of V2 contacted the right side of V1.",474.463369126954,5,2
6122,2017,13,3,1-13-2017-003-09,9,1,2,09:10,2,1,2,99,99,0,0,8,2,2,4,Vehicle 1 was traveling westbound and approaching an intersection. Vehicle 2 was traveling southbound and approaching the same intersection. Within the intersection the front of V1 impacted the left side of V2.,4149.72387133394,7,2
6093,2017,23,2,1-23-2017-002-07,7,1,3,18:55,5,1,1,0,0,0,0,0,9,2,0,Vehicle 1 was southbound on a highway when it departed the right (west) side of the roadway in a clockwise rotation. The left side of vehicle one impacted a tree.,929.1099817139,5,2
6121,2017,13,2,1-13-2017-002-03,3,1,1,17:40,3,2,2,1,1,1,0,4,2,2,1,Vehicle 1 was traveling eastbound in the second of four lanes. Vehicle 2 was traveling eastbound in the same lane behind V1. The front of V2 impacted the back of V1. After impact V2 traveled northeast across lanes three and four. The front of V2 contacted a concrete barrier.,721.076485952799,7,2
6117,2017,17,2,1-17-2017-002-09,9,1,4,10:32,5,1,1,99,99,0,0,8,2,9,0,V1 was westbound on a two lane undivided roadway. V1 departed his lane on the left to avoid a NC vehicle. V1 then departed the roadway on the left and struck a tree.,1415.1062926472,4,2
6124,2017,31,1,1-31-2017-001-10,10,1,5,08:55,4,1,1,0,0,0,0,9,2,2,0,V1 was traveling southbound on roadway when it hit a slick spot on the road. V1 lost control of the vehicle causing V1 to exit the roadway to the left. V1 overturned into the ditch where it came to final rest on its left side.,1073.84216837139,6,2
6137,2017,33,1,1-33-2017-001-05,5,1,2,20:33,3,1,1,2,4,2,0,4,9,9,9,"V2 was parked facing southbound on a residential street.  V1 was traveling northbound on the same roadway, attempting to make a U-turn.  The front of V1 contacted the back for V2.",74.8644900335331,12,2
6131,2017,22,1,1-22-2017-001-02,2,1,2,14:08,2,1,2,3,10,3,1,3,2,2,4,"V1 had stopped at a stop sign, heading east on a road that was leaving a business complex. As V1 was crossing over the two northbound lanes, the front of V2, which was northbound, contacted the left side of V1.",57.5944953362226,12,2
6140,2017,20,2,1-20-2017-002-03,3,1,5,21:22,4,1,1,1,1,2,0,3,2,1,0,V1 was traveling E/B on a rural roadway with traffic in both directions. While negotiating a curve to the right V1 departed the roadway and rolled down an hillside coming to final rest on its wheels on the lawn of a private residence.,51.7419523783465,11,2
6142,2017,15,1,1-15-2017-001-02,2,1,6,08:10,2,1,2,9,97,1,0,0,2,2,4,"V1 was traveling westbound on a two way roadway with a single lane of travel in each direction.  V2 was traveling southbound also on a two way roadway with a single lane of travel in each direction.  At the intersection of the above roadways, the frontal plane of V1 impacted the left side plane of V2.",32.9268479237336,1,2
6148,2017,28,1,1-28-2017-001-04,4,1,6,16:50,5,1,1,0,0,0,0,0,2,2,0,V1 was east bound on a two lane non divided roadway. V1 attempted to make a left hand turn and exited the roadway to the right where the front of V1 impacted into a ditch/embankment on the right side of the roadway.,204.800494620173,3,2
6150,2017,10,1,1-10-2017-001-09,9,1,3,19:23,5,1,1,2,5,1,0,3,9,1,0,V1 was traveling south in lane three on a divided roadway when a non-contact vehicle also traveling south swerved into the lane of V1 causing V1 to depart the left side of the roadway.  The front of V1 contacted the concrete median barrier.,1076.86348486225,4,2
6129,2017,18,1,1-18-2017-001-10,10,1,3,00:25,5,1,1,0,0,0,0,0,2,2,0,Vehicle #1 was traveling South.  V1 lost control and departed the road to the right.  The front plane of V1 contacted a fence.,6297.69228784152,6,2
6144,2017,26,1,1-26-2017-001-10,10,1,4,22:28,2,2,2,1,1,1,0,6,2,9,4,"Vehicle #1 was traveling southbound in the center lane of a one-way, three-lane roadway and approaching a four-leg intersection. Vehicle #2 was traveling westbound in lane No. 2 of an undivided, five-lane roadway and approaching the same intersection. Vehicle #1 and Vehicle #2 entered the intersection, traveling on crossing paths. The front of Vehicle #1 impacted the right side of Vehicle #2 (Event 1). Vehicle #2 continued forward and impacted a ""Keep Right of Median"" warning sign with its left fender (Event 2).",20830.7351125155,10,2
6133,2017,21,1,1-21-2017-001-03,3,1,7,09:24,5,3,1,1,1,1,0,4,2,2,0,V1 was traveling eastbound on a two way two lane road.  V1 rotated in a clockwise direction and departed the roadway on the right.  The left side of V1 came into contact with concrete debris off the roadway.  V1 continued to rotate and its left side then came into contact with a tree stump.  V1 continued to rotate.  The back end of V1 then came into contact with another tree stump.,299.98594818982,11,2
6134,2017,21,2,1-21-2017-002-09,9,1,5,14:42,5,1,1,9,97,1,0,8,9,9,0,"V1 was traveling through the right hand curve of the roadway.  V1 departed the roadway to the left, then entered a concrete drainage culvert.  The front of V1 came into contact with the wall on the opposite side of the culvert.",440.927593351114,11,2
6157,2017,30,3,1-30-2017-003-04,4,1,4,10:19,2,1,2,2,5,2,0,3,2,1,4,"Vehicle 1 was stopped at an intersection facing south. Vehicle 2 was westbound in the number one lane.  Both vehicles entered the intersection, with Vehicle 1 initiating a left turn.  The front of Vehicle 2 contacted the left side of Vehicle 1.",776.878031446285,10,2
6132,2017,22,2,1-22-2017-002-06,6,1,1,15:39,5,1,1,1,1,1,0,0,2,2,0,V1 was traveling west on a two lane roadway that was ice covered. V1 swerved to miss a non-contact vehicle that was exiting a driveway and began to rotate clockwise. V1 departed the roadway to the right contacting a tree with its left side.,198.309823245595,12,2
6112,2017,19,5,1-19-2017-005-03,3,1,3,17:37,2,1,2,1,1,2,0,4,9,9,4,V1 was traveling north approaching a traffic signal controlled intersection attempting a left turn. V2 was traveling east bound at the same traffic signal controlled intersection in the left turn lane waiting for a green arrow. V1 contacted the front plane of V2 then left the scene.,639.392649632869,9,2
6155,2017,30,2,1-30-2017-002-05,5,1,7,17:53,5,2,1,1,1,1,0,0,2,1,0,"Vehicle #1 was westbound on a four-lane road approaching an intersecting roadway. Vehicle #1 initiated a right turn at the intersection and departed the left side of the road where its front end impacted a traffic signal pole (event 1). Subsequently, the pole fell onto the roof top (event 2).",37.8522806752521,10,2
6149,2017,25,2,1-25-2017-002-10,10,1,6,14:49,3,2,3,0,0,0,0,0,2,2,1,"Vehicle #1 was stopped, heading northwest, at an intersection and Vehicle #2 was stopped, behind V1. Vehicle #3 was approaching the intersection, decelerating. The front of V3 impacted the back of V2, then the front of V2 impacted the back of V1.",5135.48608998873,2,2
6151,2017,25,3,1-25-2017-003-06,6,1,4,19:32,1,2,2,1,1,1,0,4,2,2,2,"Vehicle #1 was traveling north on an undivided, two-lane roadway. Vehicle #2 was traveling southbound. The driver of Vehicle #1 entered the southbound lane as she passed two police vehicles that were involved in a traffic stop. The front of Vehicle #1 impacted the front of Vehicle #2.",438.207071902862,2,2
6164,2017,28,2,1-28-2017-002-06,6,1,1,14:20,5,2,1,1,1,1,0,0,2,2,0,"V1 was traveling southbound in lane two of a controlled access roadway when it contacted icy roadways and exited the road to the left. V1 traveled off the roadway into a grassy median where V1’s front and left side contacted a cable guardrail. V1 continued to travel south in the median before re-entering the roadway, where it crossed both lanes of traffic before exited the roadway on the right side. V1’s right plane contacted a metal guardrail before coming to final rest off the roadway on the right-side.",217.971600402965,3,2
6165,2017,23,4,1-23-2017-004-06,6,1,4,08:56,5,3,1,0,0,0,0,0,2,2,0,"Vehicle #1 was traveling west on a two-lane, undivided roadway, approaching a three-leg intersection. The driver lost control due to icy roadway conditions and Vehicle #1 departed the left side of the roadway, impacting a ditch with its frontal plane (Event 1) and its right side plane (Event 2). The right side of the front fascia and right front wheel/tire impacted a concrete culvert (Event 3), before coming to rest.",561.326705636604,5,2
6166,2017,23,5,1-23-2017-005-04,4,1,3,06:18,5,1,1,0,0,0,0,0,2,2,0,Vehicle 1 was southbound in lane three on a highway divided by a cable guardrail.  V1 went off the left side of the road and the front and left side of V1 struck the median cable barrier.,1032.61891630804,5,2
6170,2017,32,4,1-32-2017-004-03,3,1,6,17:16,3,1,2,99,99,0,0,4,2,2,1,V1 was traveling east on a highway. V2 was traveling in the same direction on the same highway. The front of V1 impacted the back of V2.,920.857885382022,7,2
6174,2017,16,4,1-16-2017-004-02,2,1,7,02:56,2,1,2,1,1,2,0,4,2,2,4,V1 was turning left from a stopped position. V2 was crossing through the intersection. V1 (front left corner) collided with V2 (right front corner).,40.0150623120713,5,2
6175,2017,16,5,1-16-2017-005-09,9,1,2,17:55,2,2,2,9,97,1,0,5,2,2,4,V2 was heading southbound. V1 was turning left from a stop sign. V1 (left front corner) collided with V2 (right front corner) in the center of the intersection.,2962.15877300143,5,2
6177,2017,31,2,1-31-2017-002-10,10,1,4,14:58,2,1,2,1,1,1,0,0,2,2,4,V1 was traveling southbound in an alleyway approaching an intersection.  V2 was traveling westbound on a roadway approaching the same intersection.  The front of V1 contacted the right side of V2.,1073.84216837139,6,2
6185,2017,12,2,1-12-2017-002-06,6,1,6,16:21,2,3,2,2,6,2,0,4,2,2,0,Vehicle one was traveling north bound. Vehicle two was traveling south bound. Vehicle one lost control of the vehicle and impacted the front bumper on the guard rail facing and proceeded north impacting the front bumper again on the front bumper on vehicle two.,6809.55000197747,9,2
6183,2017,17,5,1-17-2017-005-04,4,1,1,20:00,6,1,1,1,1,1,0,0,2,2,0,"V1 was traveling westbound on a four lane, two way, median divided roadway.  The front of V1 contacted a deer.",214.939687318745,4,2
6184,2017,17,6,1-17-2017-006-04,4,1,2,05:36,5,2,1,0,0,0,0,0,2,2,0,V1 was eastbound on a two lane undivided roadway. V1 started to slide sideways down the roadway. V1 departed the right lane and struck the curb off the left side of the roadway.,214.939687324865,4,2
6182,2017,17,4,1-17-2017-004-09,9,1,3,06:40,1,1,2,1,2,2,0,4,2,2,4,V1 was headed northeast on a two lane undivided roadway. V2 was southbound on a two lane undivided roadway. V1 turned left and the front of V1 contacted the front of V2.,384.013662303031,4,2
6176,2017,14,2,1-14-2017-002-06,6,1,3,12:11,2,1,2,1,2,1,0,4,2,2,4,V1 was attempting to cross at an intersection that had a stop sign. V1 pulled onto intersecting roadway and V1's right side contacted V2's front,584.8457903551,8,2
6191,2017,29,2,1-29-2017-002-05,5,1,4,11:17,5,1,1,1,1,1,0,3,2,2,0,The front of Vehicle #1 traveling northbound on a two lane roadway struck a tree on the right side of lane one.,235.126225322891,2,2
6197,2017,21,3,1-21-2017-003-10,10,1,2,22:21,5,2,1,0,0,0,0,0,2,2,0,V1 was traveling east on a two way undivided roadway. V1 traveled southeast and departed the south road edge. The right front wheel of V1 contacted the south road edge curb. V1 continued to travel east and the front of V1 contacted a pole.,10784.5477453862,11,2
6195,2017,24,2,1-24-2017-002-02,2,1,5,09:59,1,1,2,2,5,2,0,4,2,2,4,"V1 was traveling northbound on a two lane, two-way roadway approaching a 4 way intersection.  V2 was traveling southbound on the same two-way, two lane roadway approaching the same intersection.  V1 attempted to make a left turn to travel west when the front of V1 made contact with the front of V2.",71.0568449065563,1,2
6192,2017,26,2,1-26-2017-002-09,9,1,5,10:03,3,1,2,9,97,1,0,9,2,9,1,"Vehicle #1 was traveling westbound on a two-lane, undivided roadway. Vehicle #2 was traveling westbound behind Vehicle #1. The driver of Vehicle#1 initiated a ""U-turn"" maneuver as the front of Vehicle #2 impacted the rear plane of Vehicle #1.",3498.03165471544,10,2
6188,2017,19,8,1-19-2017-008-08,8,1,2,19:50,5,4,1,1,2,1,0,4,2,2,0,"V1 was traveling southbound in the left hand lane of a two-lane roadway. The vehicle left the roadway to the left, overcorrected to the right causing the vehicle to lose control as it re-entered the roadway, the vehicle was in a CW rotation as it crossed the right-hand lane and left the roadway to the right where it struck four trees before coming to rest.",306.905612993846,9,2
6186,2017,19,6,1-19-2017-006-04,4,1,7,09:46,2,1,2,1,1,1,0,0,2,2,4,V1 was traveling westbound approaching a traffic signal controlled intersection. V2 was traveling northbound approaching the same traffic signal controlled intersection. The left plane of V1 was contacted by the front plane of V2.,1259.52606882267,9,2
6187,2017,19,7,1-19-2017-007-05,5,1,2,05:50,2,1,2,1,1,1,0,4,2,2,4,V1 was attempting to make a left turn at a crossover intersection for the divided one way highway. V2 was traveling on the crossing highway for V1’s crossover intersection. The front of V2 contacted the left side of V1.,79.9848995102589,9,2
6189,2017,19,9,1-19-2017-009-05,5,1,2,07:33,5,1,1,0,0,0,0,0,2,2,0,V1 was traveling northbound when it departed the left road edge into the median. The front plane contacted three metal cable guardrail support posts.,79.9848995102589,9,2
6196,2017,24,3,1-24-2017-003-03,3,1,7,17:31,2,2,2,1,1,1,0,5,2,2,4,"V1 was traveling westbound in lane two approaching a four legged intersection V2 was traveling northbound in lane two approaching the same intersection. V1's left side contacted V2's front in the middle of the intersection, causing V1 to continue to travel northwest off the road where the front contacted a utility pole before coming to final rest, while V2 came to final rest slightly past the first impact, in the middle of the intersection.",359.818309819376,1,2
6203,2017,33,2,1-33-2017-002-03,3,1,3,12:10,4,1,1,0,0,0,0,4,2,2,0,"V1 was traveling westbound negotiating a curve on a 2 lane, 2-way, undivided roadway. V1 began to hydroplane on the wet roadway, rotated counter-clockwise, departed the road to the right and rolled right 2 quarter turns.",119.342505820862,12,2
6204,2017,33,3,1-33-2017-003-09,9,1,1,16:15,5,2,1,0,0,0,0,4,2,2,0,"Vehicle #1 was traveling North on a bridge. V1 hit a puddle and lost control. V1 departed the road to the left and the front end contacted a curb. V1 re-entered the road and departed it again to the right, and the front plane contacted a metal guardrail.",564.254277306589,12,2
6199,2017,22,4,1-22-2017-004-07,7,1,7,16:20,5,1,1,0,0,0,0,0,2,9,0,"Southbound V1 lost control on an icy two-lane,two-way road, departed the right-hand side of the road, and came to rest in a ditch.",211.337813213927,12,2
6200,2017,22,5,1-22-2017-005-04,4,1,7,10:45,5,2,1,0,0,0,0,0,2,9,0,"Southbound V1 lost control on an icy two-lane, two-way road and entered a clockwise rotation.  V1 crossed into the northbound lane and left side of V1 impacted the northbound guardrail.  V1 then continued back across the roadway where front of V1 impacted the southbound guardrail.  V1 came to rest facing north in the southbound lane.",220.136301508367,12,2
6198,2017,22,3,1-22-2017-003-09,9,1,4,15:30,3,2,3,9,0,1,0,4,2,1,1,V3 was stopped at a stop sign on a two lane two way road. V2 was stopped behind on the road behind V3. V1 was Eastbound on this road and collided into back of V2 which impacted the rear of V1.,358.511606967376,12,2
6180,2017,13,5,1-13-2017-005-03,3,1,5,18:23,2,1,2,1,2,2,0,4,2,2,4,Vehicle 1 was traveling westbound and approaching an intersection. Vehicle 2 was traveling eastbound and approaching the same intersection to turn left. Within the intersection the front of V2 impacted the left side of V2.,1311.02538453678,7,2
6179,2017,13,4,1-13-2017-004-03,3,1,5,06:56,3,3,4,99,99,0,0,0,2,2,1,"V1, V2, V3 & V4 were traveling westbound in lane 4 of a physically divided roadway.  Vehicles 1, 2 & 3 decelerated due to stopped traffic.  V4’s front contacted the back of V3, then the front of V3 contacted the back of V2 and then the front of V2 contacted the back of V4.",1311.02538454043,7,2
6207,2017,20,4,1-20-2017-004-04,4,1,4,17:15,2,2,3,1,3,2,0,6,2,2,4,"V1 was traveling N/B on a public roadway and collided with V2 turning left going S/B on that same public roadway. When V1 collided with V2, V2 then collided with V3 also turning left going S/B on that same public roadway.",671.332756770817,11,2
6209,2017,15,2,1-15-2017-002-02,2,1,7,01:46,1,4,1,2,5,2,0,4,2,2,0,"V1 was traveling eastbound in the right lane of a curved left, two way roadway with two lanes of travel in each direction. V1 departed the roadway to the right side where the frontal plane of V1 impacted two wooden utility poles located on the southern curb.  V1 then impacted its right side plane into a wooden utility support line located near the utility poles.",34.0144855376558,1,2
6210,2017,15,3,1-15-2017-003-03,3,1,2,15:23,3,2,3,99,99,0,0,9,2,2,1,"V1, V2 and V3 were all traveling northbound on a two way roadway with a single lane of travel in each direction.  On this roadway, the frontal plane of V1 impacted the rear plane of V2.  This caused the frontal plane of V2 to impact the rear plane of V3.",436.435949116308,1,2
6211,2017,18,2,1-18-2017-002-04,4,1,6,18:57,3,1,2,0,0,0,0,0,2,2,1,Vehicle #1 was stopped facing North.  Vehicle #2 was traveling North in the same lane.  The front plane of V2 contacted the back plane of V1.,559.497086859663,6,2
6214,2017,18,3,1-18-2017-003-10,10,1,2,19:21,4,1,1,0,0,0,0,0,2,2,0,Vehicle #1 was traveling South.  V1 lost control and began to rotate clockwise.  V1 departed the road and rolled over 4 quarter-turns to the left.,4594.56953046122,6,2
6215,2017,32,5,1-32-2017-005-05,5,1,2,13:05,2,1,2,9,97,1,0,5,2,2,4,"V1 was traveling south, approaching an intersection. V2 was traveling west, approaching the same intersection. At the intersection, V1 attempted to turn left into the eastbound lanes of traffic. Within the intersection, the front of V2 impacted the left side of V1.",156.929343754051,7,2
6206,2017,20,3,1-20-2017-003-02,2,1,4,18:30,5,3,1,2,12,1,0,3,2,2,0,V1 was negotiating a right hand curve on a two lane rural road with traffic in both directions. V1 departed the roadway to the left while rotating clockwise and the left side of V1 collided with an embankment causing V1 to begin to rotate counter-clockwise. The front of V1 contacted a barbed wire fence and the overturned 6 quarter turns right side leading. V1 came to final rest on its roof.,39.0673380453663,11,2
6217,2017,30,4,1-30-2017-004-04,4,1,5,14:26,5,1,1,0,0,0,0,0,2,2,0,Vehicle 1 was eastbound in the #1 lane when traffic slowed in front.  Vehicle 1 was steered right to avoid collision with non-contact vehicle in front. Vehicle 1 departed the right road edge and drove into a one meter deep cement ditch containing 1/3 meter of water impacting its front plane.,759.796183904248,10,2
6218,2017,30,5,1-30-2017-005-07,7,1,3,15:55,2,3,2,0,0,0,0,0,2,2,5,"Vehicle 1 was eastbound in the #4 lane and Vehicle 2 was eastbound in the #5 lane when the left side of Vehicle 1 contacted the right side of Vehicle 2.  Both vehicles then departed the roadway on the left, into the median where the front end of Vehicle 1 contacted the cable barrier and the left side of Vehicle 2 contacted the cable barrier.",889.340757753611,10,2
6222,2017,14,4,1-14-2017-004-10,10,1,2,06:52,2,2,3,1,2,1,0,6,2,2,5,V1 passed a car on the right and cut back left in front of car. V1's front contacted v2's right side   V2 then rotated clockwise on the roadway.  The back of V2 impacted the right side of V3.,5496.44877828333,8,2
6219,2017,30,6,1-30-2017-006-04,4,1,1,00:46,5,2,1,0,0,0,0,0,9,2,0,Vehicle 1 was traveling westbound in an unknown lane of a roadway divided by a curbed median.  V1 passed through the intersection and the front of V1 contacted the curbed median. Vehicle 1 came to rest on the northwest corner.,759.796183896963,10,2
6201,2017,22,6,1-22-2017-006-03,3,1,7,11:37,5,1,1,2,4,1,0,3,1,2,0,"V1 was traveling Westbound on a two lane two way road. V1 drove onto the right shoulder of the road, lost control and slid into the roadside ditch.",50.6616883268184,12,2
6223,2017,14,5,1-14-2017-005-06,6,1,2,07:18,3,2,2,1,2,1,0,4,2,2,1,v1 was travelling directly behind V2 through an interchange on to the interstate. V2 moved to the left lane and V1 did as well. V1's front then contacted V2's rear. Then V1 traveled off the roadway and V1's front contacted a light pole.,2850.08274068618,8,2
6233,2017,32,7,1-32-2017-007-09,9,1,1,15:36,5,1,1,9,97,1,0,8,2,2,0,V1 was southbound on a three-lane roadway.  V1 departed the roadway to the right and struck a utility pole with the front of the vehicle.,3404.16805142899,7,2
6232,2017,32,6,1-32-2017-006-04,4,1,4,19:15,3,1,1,1,1,1,0,5,2,2,9,V1 was traveling west on a connector ramp of a major interchange. V2 was parked and occupied on the right shoulder of the same roadway. V1 drove off the roadway in an attempt to pass a semi-truck driving ahead of V1. The front of V1 impacted the rear of V2.,2047.48443634482,7,2
6234,2017,32,8,1-32-2017-008-06,6,1,7,08:40,2,1,2,1,1,1,0,6,2,2,4,"V1 was traveling east, approaching an intersection. V2 was traveling south, approaching the same intersection. Within the intersection, the front of V1 impacted the right side of V2.",1146.93937210064,7,2
6225,2017,23,7,1-23-2017-007-07,7,1,6,07:50,3,1,2,0,0,0,0,0,2,2,1,V2 was southbound towards an intersection.  V1 was stopped facing south at the same intersection.  The front of V2 impacted the rear of V1.,440.593541020037,5,2
6236,2017,16,7,1-16-2017-007-07,7,1,7,20:43,2,1,2,0,0,0,0,0,9,9,4,V1 heading eastbound on a 4 lane roadway entering into an intersection to make a left turn. V2 heading westbound approaching the same intersection to continue westbound. V1's Left front impacted with V2's left front.,700.608668700306,5,2
6238,2017,12,3,1-12-2017-003-04,4,1,5,18:26,2,1,2,0,0,0,0,0,2,2,4,Vehicle two was traveling east bound. Vehicle one was north bound stopped at a stop sign. Vehicle one proceeded through the intersection and impacted the front bumper on the back passenger quarter panel of vehicle two.,2969.00932898461,9,2
6237,2017,16,8,1-16-2017-008-07,7,1,6,08:59,2,1,2,0,0,0,0,0,2,2,5,V1 and V2 were heading southbound on a 4 lane roadway.  V1 (right) merged into Lane 1 and collided with V2 (left front).,700.608668706153,5,2
6242,2017,12,4,1-12-2017-004-07,7,1,6,14:16,4,2,1,0,0,0,0,0,2,2,0,Vehicle one was traveling south bound and lost control because the road conditions were icy. Vehicle one departed the roadway on the left side and rolled one quarter turn and came to final rest on the passenger side of the vehicle.,3303.40692034561,9,2
